#	单字
铰	jcqa
峤	jcqb
叫	jcr
嚼	jcra
噍	jcrb
缴	jcs
绞	jcsa
角	jct
脚	jcta
胶	jctb
交	jcu
郊	jcy
价	jfa
假	jfaa
佳	jfab
伽	jfac
迦	jfbd
跏	jfbe
挟	jfd
架	jfe
枷	jfea
笳	jfeb
葭	jfec
荚	jfed
稼	jfee
茄	jfef
贾	jfg
家	jfh
加	jfi
甲	jfia
蛱	jfj
恝	jfk
驾	jfl
嫁	jfm
浃	jfn
戛	jfo
痂	jfp
瘕	jfpa
珈	jfq
镓	jfqa
铗	jfqb
岬	jfqc
钾	jfqd
嘏	jfr
袈	jfs
袷	jfsa
胛	jft
颊	jfu
夹	jfv
郏	jfy
嘉	jfz
倔	jya
蹶	jyb
爵	jyd
撅	jyda
掘	jydb
抉	jydc
攫	jydd
橛	jye
桷	jyea
蕨	jyeb
爝	jyk
獗	jyl
觉	jym
矍	jyma
决	jyn
劂	jyo
厥	jyq
崛	jyqa
珏	jyqb
镢	jyqc
诀	jyr
嗟	jyra
噘	jyrb
嚼	jyrc
谲	jyrd
噱	jyre
绝	jys
角	jyt
脚	jyta
觖	jytb
孓	jyu
迥	jib
窘	jih
扃	jiha
炯	jik
炅	jika
俊	jka
竣	jkb
捃	jkd
菌	jke
筠	jkea
隽	jkf
龟	jkj
骏	jkl
麇	jkla
浚	jkn
均	jkq
钧	jkqa
峻	jkqb
君	jkr
军	jks
皲	jkt
郡	jky
俊	jla
倦	jlaa
捐	jld
桊	jle
隽	jlf
鹃	jlfa
卷	jli
蠲	jlj
狷	jll
眷	jlm
娟	jlma
涓	jln
镌	jlq
锩	jlqa
绢	jls
圈	jly
鄄	jlya
件	jma
俭	jmaa
健	jmab
僭	jmac
践	jmb
蹇	jmba
趼	jmbb
踺	jmbc
舰	jmc
捡	jmd
拣	jmda
艰	jmdb
搛	jmdc
检	jme
箭	jmea
荐	jmeb
菅	jmec
简	jmed
蒹	jmee
枧	jmef
楗	jmeg
槛	jmeh
茧	jmei
笕	jmej
笺	jmek
毽	jmf
鹣	jmfa
翦	jmfb
间	jmh
肩	jmha
贱	jmj
鲣	jmja
煎	jmk
犍	jml
牮	jmla
见	jmm
奸	jmma
睑	jmmb
尖	jmn
渐	jmna
溅	jmnb
兼	jmnc
涧	jmnd
湔	jmne
浅	jmnf
减	jmng
剪	jmo
戋	jmoa
剑	jmob
戬	jmoc
坚	jmq
键	jmqa
鉴	jmqb
硷	jmqc
碱	jmqd
锏	jmqe
謇	jmr
谏	jmra
饯	jmrb
谫	jmrc
缄	jms
缣	jmsa
裥	jmsb
腱	jmt
鞯	jmta
监	jmv
柬	jmva
建	jmy
囝	jmya
歼	jmz
今	jpa
仅	jpaa
儆	jpab
进	jpb
近	jpba
竟	jpbb
竞	jpbc
径	jpbd
靖	jpbe
迳	jpbf
精	jpe
荆	jpea
筋	jpeb
粳	jpec
槿	jped
荩	jpee
茎	jpef
菁	jpeg
廑	jph
劲	jpi
卺	jpia
鲸	jpj
赆	jpja
静	jpk
惊	jpka
烬	jpkb
憬	jpkc
靓	jpkd
獍	jpl
睛	jpm
觐	jpma
妗	jpmb
婧	jpmc
净	jpn
津	jpna
浸	jpnb
泾	jpnc
斤	jpo
矜	jpoa
刭	jpob
禁	jpp
敬	jppa
痉	jppb
弪	jppc
金	jpq
锦	jpqa
瑾	jpqb
阱	jpqc
境	jpqd
镜	jpqe
警	jpr
谨	jpra
馑	jprb
噤	jprc
巾	jps
紧	jpsa
经	jpsb
襟	jpsc
衿	jpsd
缙	jpse
旌	jpsf
靳	jpt
胫	jpta
肼	jptb
腈	jptc
京	jpu
颈	jpua
井	jpv
堇	jpva
景	jpw
晶	jpwa
晋	jpwb
兢	jpx
尽	jpz
己	jra
奇	jraa
伎	jrab
偈	jrac
冀	jrad
佶	jrae
迹	jrb
跻	jrba
跽	jrbc
辑	jrc
技	jrd
挤	jrda
掎	jrdb
机	jre
积	jrea
蒺	jreb
极	jrec
季	jred
稷	jree
芰	jref
荠	jreg
稽	jreh
箕	jrei
笄	jrej
芨	jrek
楫	jrem
笈	jren
籍	jreo
蓟	jrep
蕺	jreq
藉	jrer
嵇	jres
鸡	jrf
集	jrfa
髻	jrfb
寄	jrh
寂	jrha
即	jri
鲫	jrj
赍	jrja
虮	jrjb
鲚	jrjc
急	jrk
忌	jrka
悸	jrkb
犄	jrl
麂	jrla
骥	jrlb
妓	jrm
姬	jrma
嫉	jrmb
觊	jrmc
汲	jrn
激	jrna
其	jrnb
洎	jrnc
济	jrnd
霁	jrne
戟	jro
剂	jroa
剞	jrob
戢	jroc
几	jrp
祭	jrpa
疾	jrpb
瘠	jrpc
基	jrq
墼	jrqa
际	jrqb
圾	jrqc
玑	jrqd
矶	jrqe
岌	jrqf
嵴	jrqg
计	jrr
记	jrra
饥	jrrb
哜	jrrc
诘	jrrd
讥	jrre
叽	jrrf
咭	jrrg
唧	jrrh
纪	jrs
级	jrsa
继	jrsb
绩	jrsc
给	jrsd
缉	jrse
羁	jrsf
革	jrt
肌	jrta
脊	jrtb
击	jrv
棘	jrva
亟	jrvb
及	jrvc
乩	jrvd
丌	jrve
系	jrvf
期	jrw
既	jrwa
暨	jrwb
畿	jry
齐	jrya
畸	jryb
齑	jryc
吉	jrz
屐	jrza
殛	jrzb
奖	jua
僵	juaa
匠	juc
蒋	jue
桨	juea
糨	jueb
茳	juec
酱	jug
豇	juga
耩	jui
虹	juj
犟	jul
姜	jum
江	jun
浆	juna
洚	junb
将	jup
强	jupa
疆	jupb
降	juq
礓	juqa
讲	jur
缰	jus
绛	jusa
介	jva
皆	jvaa
价	jvab
借	jvac
偈	jvad
竭	jvb
接	jvd
揭	jvda
拮	jvdb
捷	jvdc
节	jve
杰	jvea
芥	jveb
秸	jvec
桀	jved
藉	jvee
桔	jvef
楷	jveg
家	jvh
劫	jvi
蚧	jvj
鲒	jvja
羯	jvl
姐	jvm
婕	jvma
睫	jvmb
洁	jvn
戒	jvo
截	jvoa
疥	jvp
疖	jvpa
阶	jvq
碣	jvqa
诫	jvr
诘	jvra
讦	jvrb
嗟	jvrc
喈	jvrd
结	jvs
解	jvt
孑	jvu
颉	jvua
街	jvy
界	jvya
届	jvz
骱	jvza
僦	jxa
赳	jxba
舅	jxc
臼	jxca
揪	jxd
韭	jxe
桕	jxea
柩	jxeb
鸠	jxf
鹫	jxfa
鬏	jxfb
究	jxh
阄	jxha
旧	jxi
灸	jxk
酒	jxn
救	jxp
疚	jxpa
玖	jxq
厩	jxqa
咎	jxr
啾	jxra
纠	jxs
就	jxu
九	jxv
久	jxva
俱	jta
倨	jtaa
距	jtb
趄	jtba
踽	jtbb
踞	jtbc
遽	jtbd
车	jtc
巨	jtca
据	jtd
拘	jtda
掬	jtdb
拒	jtdc
桔	jte
苴	jtea
榘	jteb
椐	jtec
枸	jted
菊	jtee
苣	jtef
橘	jteg
柜	jteh
榉	jtei
莒	jtej
雎	jtf
醵	jtg
窭	jth
且	jti
惧	jtk
炬	jtka
狙	jtl
驹	jtla
犋	jtlb
聚	jtm
瞿	jtma
举	jtn
具	jtna
沮	jtnb
剧	jto
矩	jtoa
疽	jtp
锯	jtq
锔	jtqa
琚	jtqb
钜	jtqc
咀	jtr
讵	jtra
句	jts
裾	jtsa
鞠	jtt
鞫	jtta
龃	jttb
飓	jtw
居	jtz
局	jtza
屦	jtzb
拷	kad
栲	kae
靠	kaf
烤	kak
犒	kal
铐	kaq
考	kaz
尻	kaza
适	kbb
括	kbd
扩	kbda
栝	kbe
阔	kbh
廓	kbha
蛞	kbj
轲	kec
科	kee
柯	keea
棵	keeb
苛	keec
稞	keed
客	keh
窠	keha
蝌	kej
蚵	keja
恪	kek
骒	kel
瞌	kem
渴	ken
溘	kena
刻	keo
壳	kep
疴	kepa
磕	keq
坷	keqa
钶	keqb
珂	keqc
岢	keqd
锞	keqe
可	ker
课	kera
呵	kerb
嗑	kerc
咳	kerd
缂	kes
颗	keu
颏	keua
氪	kew
克	kex
髁	kez
夸	kga
侉	kgaa
跨	kgb
挎	kgd
垮	kgq
胯	kgt
会	kha
侩	khaa
筷	khe
快	khk
狯	khl
浍	khn
蒯	kho
块	khq
哙	khr
脍	kht
郐	khy
倥	kia
控	kid
箜	kie
空	kih
恐	kik
崆	kiq
孔	kiu
侃	kja
槛	kje
莰	kjea
阚	kjh
勘	kji
龛	kjj
看	kjm
瞰	kjma
刊	kjo
戡	kjoa
砍	kjq
坎	kjqa
堪	kjqb
嵌	kjqc
捆	kkd
髡	kkf
醌	kkg
阃	kkh
鲲	kkj
悃	kkk
坤	kkq
锟	kkqa
琨	kkqb
昆	kkw
困	kky
宽	klh
款	klw
髋	klz
奎	kna
傀	knaa
跬	knb
逵	knba
夔	knbb
盔	knc
匮	knca
揆	knd
葵	kne
篑	knea
蒉	kneb
窥	knh
蝰	knj
愦	knk
愧	knka
悝	knkb
睽	knm
聩	knma
溃	knn
岿	knq
隗	knqa
喟	knr
馈	knra
喹	knrb
魁	knu
馗	knua
亏	knv
暌	knw
恳	kok
坑	koq
垦	koqa
铿	koqb
吭	kor
啃	kora
裉	kos
龈	kot
肯	koz
佧	kqa
咖	kqr
喀	kqra
咯	kqrb
咔	kqrc
胩	kqt
卡	kqx
扣	ksd
抠	ksda
蔻	kse
芤	ksea
筘	kseb
寇	ksh
眍	ksm
口	ksr
叩	ksra
苦	kte
枯	ktea
酷	ktg
库	kth
窟	ktha
刳	kto
堀	ktq
哭	ktr
喾	ktra
裤	kts
绔	ktsa
骷	ktz
伉	kua
夼	kuaa
匡	kuc
扛	kud
抗	kuda
筐	kue
糠	kuea
框	kueb
康	kuh
闶	kuha
贶	kuj
慷	kuk
炕	kuka
狂	kul
眶	kum
况	kun
矿	kuq
圹	kuqa
钪	kuqb
诓	kur
哐	kura
诳	kurb
纩	kus
亢	kuu
旷	kuw
邝	kuy
揩	kzd
楷	kze
蒈	kzea
慨	kzk
恺	kzka
忾	kzkb
剀	kzo
凯	kzp
铠	kzq
锎	kzqa
垲	kzqb
锴	kzqc
开	kzv
佬	laa
捞	lad
劳	lae
落	laea
栳	laeb
酪	lag
醪	laga
牢	lah
耢	lai
烙	lak
姥	lam
涝	lan
潦	lana
痨	lap
崂	laq
铹	laqa
铑	laqb
唠	lar
络	las
老	laz
倮	lba
逻	lbb
捋	lbd
摞	lbda
落	lbe
椤	lbea
箩	lbeb
萝	lbec
雒	lbf
螺	lbj
蠃	lbja
烙	lbk
骡	lbl
骆	lbla
猡	lblb
荦	lblc
洛	lbn
漯	lbna
泺	lbnb
瘰	lbp
锣	lbq
镙	lbqa
珞	lbqb
硌	lbqc
咯	lbr
罗	lbs
裸	lbsa
络	lbsb
脶	lbt
僚	lca
辽	lcb
尥	lcba
撩	lcd
撂	lcda
料	lce
蓼	lcea
鹩	lcf
廖	lch
寮	lcha
寥	lchb
燎	lck
獠	lcl
聊	lcm
潦	lcn
疗	lcp
镣	lcq
钌	lcqa
嘹	lcr
缭	lcs
了	lcv
儡	lda
擂	ldd
类	lde
蕾	ldea
檑	ldeb
酹	ldg
耒	ldi
嫘	ldm
雷	ldn
泪	ldna
垒	ldq
镭	ldqa
磊	ldqb
嘞	ldr
诔	ldra
缧	lds
勒	ldt
肋	ldta
羸	ldu
累	ldy
仂	lea
鳓	lej
泐	len
叻	ler
肋	let
勒	leta
了	lev
乐	leva
俩	lf
掠	lyd
锊	lyq
略	lyy
拢	lid
弄	lida
笼	lie
茏	liea
栊	lieb
窿	lih
龙	lij
聋	lim
泷	lin
癃	lip
隆	liq
珑	liqa
砻	liqb
垄	liqc
陇	liqd
垅	liqe
咙	lir
胧	lit
拦	ljd
揽	ljda
栏	lje
蓝	ljea
篮	ljeb
榄	ljec
阑	ljh
懒	ljk
烂	ljka
览	ljm
婪	ljma
兰	ljn
澜	ljna
漤	ljnb
滥	ljnc
岚	ljq
镧	ljqa
谰	ljr
缆	ljs
褴	ljsa
罱	ljsb
斓	ljx
仑	lka
伦	lkaa
轮	lkc
抡	lkd
沦	lkn
论	lkr
纶	lks
囵	lky
挛	lld
栾	lle
鸾	llf
娈	llm
滦	lln
峦	llq
銮	llqa
乱	llr
脔	llt
孪	llu
卵	llv
奁	lma
连	lmb
莲	lme
蔹	lmea
楝	lmeb
帘	lmh
廉	lmha
鲢	lmj
蠊	lmja
怜	lmk
恋	lmka
炼	lmkb
联	lmm
涟	lmn
濂	lmna
潋	lmnb
敛	lmp
镰	lmq
链	lmqa
琏	lmqb
练	lms
裢	lmsa
裣	lmsb
脸	lmt
臁	lmta
殓	lmz
楞	loe
棱	loea
愣	lok
冷	lon
塄	loq
伶	lpa
遴	lpb
躏	lpba
辚	lpc
灵	lpd
拎	lpda
林	lpe
秘	lpea
蔺	lpeb
棱	lpec
菱	lped
苓	lpee
棂	lpef
柃	lpeg
檩	lpeh
粼	lpei
翎	lpf
瓴	lpg
廪	lph
临	lpi
鳞	lpj
赁	lpja
蛉	lpjb
鲮	lpjc
懔	lpk
麟	lpl
羚	lpla
聆	lpm
瞵	lpma
零	lpn
淋	lpna
霖	lpnb
凛	lpnc
凌	lpnd
泠	lpne
铃	lpq
琳	lpqa
嶙	lpqb
玲	lpqc
磷	lpqd
岭	lpqe
陵	lpqf
另	lpr
令	lpra
啉	lprb
呤	lprc
绫	lps
龄	lpt
膦	lpta
领	lpu
吝	lpx
邻	lpy
囹	lpya
酃	lpyb
邋	lqb
拉	lqd
落	lqe
辣	lqi
蜡	lqj
剌	lqo
瘌	lqp
垃	lqq
砬	lqqa
啦	lqr
喇	lqra
腊	lqt
旯	lqw
俚	lra
例	lraa
俐	lrab
俪	lrac
傈	lrad
立	lrb
逦	lrba
跞	lrbb
轹	lrc
隶	lrd
李	lre
粒	lrea
梨	lreb
篥	lrec
粝	lred
藓	lree
篱	lref
藜	lreg
莅	lreh
荔	lrei
枥	lrej
栎	lrek
苈	lrel
蓠	lrem
莉	lren
笠	lreo
鹂	lrf
鬲	lrg
醴	lrga
栗	lrgb
戾	lrh
力	lri
励	lria
鲤	lrj
蜊	lrja
蠡	lrjb
鲡	lrjc
鳢	lrjd
蛎	lrje
黧	lrk
悝	lrka
犁	lrl
狸	lrla
骊	lrlb
猁	lrlc
娌	lrm
嫠	lrma
黎	lrn
漓	lrna
澧	lrnb
沥	lrnc
雳	lrnd
溧	lrne
利	lro
礼	lrp
痢	lrpa
疠	lrpb
疬	lrpc
历	lrq
璃	lrqa
厘	lrqb
砾	lrqc
理	lrqd
坜	lrqe
锂	lrqf
厉	lrqg
砺	lrqh
喱	lrr
詈	lrra
哩	lrrb
呖	lrrc
唳	lrrd
罹	lrs
缡	lrsa
离	lru
吏	lrv
丽	lrva
里	lry
郦	lrya
偻	lsa
搂	lsd
娄	lse
楼	lsea
蒌	lseb
篓	lsec
耧	lsi
蝼	lsj
漏	lsn
露	lsna
瘘	lsp
陋	lsq
镂	lsqa
嵝	lsqb
喽	lsr
髅	lsz
路	ltb
逯	ltba
轳	ltc
舻	ltca
辘	ltcb
辂	ltcc
轳	ltcd
录	ltd
撸	ltda
掳	ltdb
芦	lte
栌	ltea
橹	lteb
麓	ltec
簏	lted
蓼	ltee
鸬	ltf
鹭	ltfa
氇	ltfb
庐	lth
鲁	ltj
赂	ltja
鲈	ltjb
炉	ltk
鹿	ltl
露	ltn
漉	ltna
潞	ltnb
渌	ltnc
泸	ltnd
戮	lto
禄	ltp
卤	ltq
陆	ltqa
碌	ltqb
璐	ltqc
垆	ltqd
镥	ltqe
噜	ltr
绿	lts
胪	ltt
六	ltu
颅	ltua
卢	ltx
虏	ltxa
俩	lua
踉	lub
辆	luc
粮	lue
梁	luea
粱	lueb
榔	luec
稂	lued
莨	luee
蒗	luef
椋	lueg
廊	luh
阆	luha
螂	luj
靓	luk
狼	lul
良	lun
浪	luna
凉	lunb
琅	luq
锒	luqa
墚	luqb
谅	lur
啷	lura
亮	luu
魉	luua
两	luv
量	luw
晾	luwa
朗	luwb
郎	luy
趔	lvb
躐	lvba
捩	lvd
鬣	lvf
劣	lvi
烈	lvk
猎	lvl
冽	lvn
洌	lvna
列	lvo
埒	lvq
咧	lvr
裂	lvs
咯	lw
遛	lxb
榴	lxe
柳	lxea
鹨	lxf
熘	lxk
骝	lxl
流	lxn
浏	lxna
溜	lxnb
鎏	lxnc
刘	lxo
瘤	lxp
陆	lxq
硫	lxqa
琉	lxqb
锍	lxqc
碌	lxqd
镏	lxqe
馏	lxr
绺	lxs
旒	lxsa
六	lxu
留	lxy
侣	lya
偻	lyaa
律	lyb
捋	lyd
榈	lye
稆	lyea
闾	lyh
虑	lyk
驴	lyl
滤	lyn
铝	lyq
吕	lyr
旅	lys
缕	lysa
褛	lysb
绿	lysd
膂	lyt
率	lyu
氯	lyw
履	lyz
屡	lyza
徕	lzb
莱	lze
籁	lzea
赉	lzj
睐	lzm
濑	lzn
涞	lzna
赖	lzo
癞	lzp
崃	lzq
铼	lzqa
来	lzv
茅	mae
茂	maea
茆	maeb
毛	maf
髦	mafa
卯	mai
贸	maj
蟊	maja
蝥	majb
懋	mak
猫	mal
貌	mala
牦	malb
瞀	mam
泖	man
矛	mao
锚	maq
铆	maqa
峁	maqb
瑁	maqc
呒	mar
冒	mas
帽	masa
旄	masb
袤	mau
昴	maw
耄	maz
呣	mb
邈	mcb
描	mcd
苗	mce
秒	mcea
藐	mceb
杪	mcec
鹋	mcf
庙	mch
妙	mcm
瞄	mcma
眇	mcmb
渺	mcn
淼	mcna
喵	mcr
缈	mcs
缪	mcsa
美	mda
枚	mde
梅	mdea
楣	mdeb
莓	mdec
糜	mded
鹛	mdf
酶	mdg
寐	mdh
煤	mdk
猸	mdl
每	mdm
眉	mdma
媒	mdmb
妹	mdmc
媚	mdmd
没	mdn
湄	mdna
霉	mdnb
浼	mdnc
嵋	mdq
玫	mdqa
镅	mdqb
镁	mdqc
谜	mdr
袂	mds
魅	mdu
昧	mdw
麽	mes
么	mev
蔓	mje
蛮	mjj
鳗	mjja
螨	mjjb
慢	mjk
熳	mjka
瞒	mjm
满	mjn
漫	mjna
埋	mjq
墁	mjqa
镘	mjqb
馒	mjr
谩	mjra
幔	mjs
缦	mjsa
鞔	mjt
颟	mju
曼	mjw
棉	mme
勉	mmi
勔	mmia
黾	mmj
眠	mmm
娩	mmma
眄	mmmb
湎	mmn
渑	mmna
沔	mmnb
免	mmo
绵	mms
冕	mmsa
缅	mmsb
腼	mmt
面	mmu
们	moa
氓	moaa
盟	moc
艋	moca
艨	mocb
扪	mod
蒙	moe
檬	moea
萌	moeb
甍	mog
门	moh
闷	moha
勐	moi
虻	moj
蜢	moja
蠓	mojb
焖	mok
懑	moka
懵	mokb
猛	mol
瞢	mom
锰	moq
礞	moqa
钔	moqb
孟	mou
梦	mow
朦	mowa
皿	mpc
盟	mpca
抿	mpd
茗	mpe
苠	mpea
酩	mpg
闽	mph
闵	mpha
黾	mpj
螟	mpja
鳘	mpjb
悯	mpk
愍	mpka
瞑	mpm
泯	mpn
溟	mpna
敏	mpp
岷	mpq
玟	mpqa
珉	mpqb
铭	mpqc
名	mpr
鸣	mpra
命	mprb
冥	mps
缗	mpsa
民	mpv
明	mpw
暝	mpwa
抹	mqd
摩	mqda
杩	mqe
蟆	mqj
蚂	mqja
马	mql
犸	mqlb
妈	mqm
嬷	mqma
码	mqq
玛	mqqa
吗	mqr
骂	mqra
嘛	mqrb
唛	mqrc
麻	mqs
么	mqv
迷	mrb
米	mre
秘	mrea
蘼	mreb
糜	mrec
靡	mrf
醚	mrg
密	mrh
宓	mrha
蜜	mrj
猕	mrl
麋	mrla
芈	mrlb
觅	mrm
眯	mrma
汨	mrn
泌	mrna
弥	mrp
祢	mrpa
弭	mrpb
敉	mrpc
咪	mrr
谜	mrra
嘧	mrrb
谧	mrrc
糸	mrs
幂	mrsa
縻	mrsb
脒	mrt
侔	msa
某	mse
蛑	msj
牟	msl
眸	msm
鍪	msq
谋	msr
哞	msra
缪	mss
仫	mta
拇	mtd
木	mte
模	mtea
穆	mteb
苜	mtec
毪	mtf
募	mti
慕	mtk
牟	mtl
牡	mtla
牧	mtlb
目	mtm
母	mtma
姥	mtmb
姆	mtmc
睦	mtmd
沐	mtn
牧	mtp
墓	mtq
钼	mtqa
坶	mtqb
幕	mts
亩	mtu
暮	mtw
亩	mty
氓	mua
芒	mue
茫	mueb
莽	muec
蟒	muj
忙	muk
盲	mum
漭	mun
硭	muq
邙	muy
蔑	mve
篾	mvea
蠛	mvj
灭	mvk
咩	mvr
乜	mvv
抹	mwd
摸	mwda
摹	mwdb
摩	mwdc
模	mwe
蘑	mwea
秣	mweb
茉	mwec
莫	mwed
末	mwee
寞	mwh
耱	mwi
默	mwk
貉	mwl
蓦	mwla
貊	mwlb
貘	mwlc
嫫	mwm
没	mwn
沫	mwna
漠	mwnb
瘼	mwp
墨	mwq
陌	mwqa
磨	mwqb
镆	mwqc
嘿	mwr
馍	mwra
谟	mwrb
麽	mws
冒	mwsa
脉	mwt
膜	mwta
魔	mwub
无	mwv
万	mwva
殁	mwz
谬	mxr
缪	mxs
迈	mzb
麦	mze
荬	mzea
劢	mzi
霾	mzn
埋	mzq
脉	mzt
买	mzv
卖	mzx
挠	nad
闹	nah
努	nai
蛲	naj
恼	nak
猱	nal
淖	nan
垴	naq
铙	naqa
硇	naqb
瑙	naqc
呶	nar
脑	nat
孬	nau
傩	nba
挪	nbd
搦	nbda
糯	nbe
懦	nbk
娜	nbm
锘	nbq
诺	nbr
喏	nbra
茑	nce
鸟	ncf
嬲	ncm
溺	ncn
袅	ncs
脲	nct
尿	ncz
馁	ndr
哪	ndra
内	ndy
那	ndya
哪	ner
呐	nera
讷	nerb
呢	nerc
疟	nyp
虐	nyx
侬	nia
弄	nid
浓	nin
哝	nir
农	nis
脓	nit
楠	nje
难	njf
蝻	njj
赧	njk
喃	njr
腩	njt
南	njx
男	njy
囡	njya
囝	njyb
暖	nl
辇	nmc
拈	nmd
捻	nmda
撵	nmdb
粘	nme
黏	nmea
蔫	nmeb
鲇	nmj
鲶	nmja
念	nmk
碾	nmq
埝	nmqa
年	nmv
廿	nmva
恁	nok
嫩	nom
能	not
佞	npa
拧	npd
柠	npe
苎	npea
宁	nph
甯	npha
您	npk
恁	npka
狞	npl
聍	npm
凝	npn
泞	npna
咛	npr
拿	nqd
捺	nqda
娜	nqm
钠	nqq
镎	nqqa
哪	nqr
呐	nqra
呢	nqrb
纳	nqs
衲	nqsa
肭	nqt
南	nqx
那	nqy
你	nra
伲	nraa
倪	nrab
逆	nrb
匿	nrc
拟	nrd
鲵	nrj
怩	nrk
慝	nrka
猊	nrl
麑	nrla
妮	nrm
睨	nrma
泥	nrn
霓	nrna
溺	nrnb
祢	nrp
铌	nrq
坭	nrqa
呢	nrr
旎	nrs
腻	nrt
匿	nrv
昵	nrw
尼	nrz
耨	ns
努	nti
怒	ntk
驽	ntl
奴	ntm
弩	ntp
胬	ntt
孥	ntu
攮	nud
酿	nug
娘	num
囊	nur
囔	nura
馕	nurb
齉	nut
曩	nuw
蹑	nvb
捏	nvd
蘖	nve
糵	nvea
聂	nvm
涅	nvn
镊	nvq
镍	nvqa
陧	nvqb
啮	nvr
嗫	nvra
臬	nvt
孽	nvu
颞	nvua
乜	nvv
扭	nxd
拗	nxda
忸	nxk
牛	nxl
狃	nxla
妞	nxm
钮	nxq
纽	nxs
衄	nyc
恧	nyk
女	nym
钕	nyq
奈	nza
佴	nzaa
艿	nze
柰	nzea
萘	nzeb
耐	nzf
鼐	nzg
奶	nzm
哪	nzr
乃	nzv
氖	nzw
奥	oaa
傲	oaaa
遨	oab
拗	oad
翱	oaf
廒	oah
凹	oai
鳌	oaj
螯	oaja
熬	oak
懊	oaka
獒	oal
媪	oam
聱	oama
澳	oan
敖	oap
坳	oaq
鏖	oaqa
岙	oaqb
鏊	oaqc
嗷	oar
嚣	oara
袄	oas
佴	oca
迩	ocb
而	ocf
鸸	ocfa
二	oci
贰	ocj
鲕	ocja
耳	ocm
尔	ocn
洱	ocna
珥	ocq
铒	ocqa
饵	ocra
儿	ocu
诶	od
俄	oea
噩	oeaa
遏	oeb
轭	oec
扼	oed
萼	oee
苊	oeea
莪	oeeb
鹅	oef
鹗	oefa
阏	oeh
蛾	oej
鳄	oeja
恶	oek
愕	oeka
婀	oem
娥	oema
阿	oeq
峨	oeqa
垩	oeqb
锇	oeqc
厄	oeqd
锷	oeqe
饿	oer
讹	oera
谔	oerb
呃	oerc
哦	oerd
腭	oet
额	oeu
颚	oeua
鄂	oey
屙	oez
俺	oja
按	ojd
揞	ojda
桉	oje
鹌	ojf
安	ojh
案	ojha
庵	ojhb
广	ojhc
黯	ojk
犴	ojl
岸	ojq
埯	ojqa
铵	ojqb
厂	ojqc
谙	ojr
胺	ojt
鞍	ojta
暗	ojw
氨	ojwa
嗯	on
摁	ood
蒽	ooe
恩	ook
阿	oqq
锕	oqqa
啊	oqr
吖	oqra
嗄	oqrb
呵	oqrc
腌	oqt
偶	osa
区	osc
藕	ose
鸥	osf
瓯	osg
耦	osi
怄	osk
沤	osn
殴	oso
呕	osr
讴	osra
欧	osw
肮	ou
昂	oua
盎	ouc
噢	ow
喔	owa
哦	owb
爱	ozd
挨	ozda
捱	ozdb
艾	oze
蔼	ozea
皑	ozk
嫒	ozm
霭	ozn
矮	ozo
癌	ozpa
埃	ozq
锿	ozqa
瑷	ozqb
砹	ozqc
碍	ozqd
隘	ozqe
哎	ozr
唉	ozra
嗌	ozrb
嗳	ozrc
呆	ozrd
哀	ozu
暧	ozw
匏	paa
跑	pab
抛	pad
庖	pah
炮	pak
狍	pal
泡	pan
刨	pao
疱	pap
咆	par
袍	pas
脬	pat
朴	pce
莩	pcea
螵	pcj
骠	pcl
瞟	pcm
嫖	pcma
漂	pcn
剽	pco
票	pcp
嘌	pcr
缥	pcs
瓢	pcu
飘	pcw
殍	pcz
佩	pda
辔	pdc
配	pdg
醅	pdga
赔	pdj
沛	pdn
霈	pdna
培	pdq
陪	pdqa
锫	pdqb
呸	pdr
裴	pds
帔	pdsa
旆	pdsb
辔	pdsc
胚	pdt
蹒	pjb
般	pjc
盘	pjca
扳	pjd
攀	pjda
拚	pjdb
叛	pjdc
蟠	pjj
盼	pjm
潘	pjn
叛	pjna
泮	pjnb
判	pjo
爿	pjp
磐	pjq
袢	pjs
襻	pjsa
胖	pjt
番	pjy
畔	pjya
便	pma
偏	pmaa
蹁	pmb
篇	pme
翩	pmf
扁	pmh
骗	pml
犏	pmla
骈	pmlb
片	pmp
谝	pmr
缏	pms
胼	pmt
盆	poc
捧	pod
抨	poda
棚	poe
篷	poea
蓬	poeb
彭	pof
鹏	pofa
蟛	poj
烹	pok
怦	poka
澎	pon
湓	pona
碰	poq
砰	poqa
堋	poqb
硼	poqc
喷	por
嘭	pora
朋	pot
膨	pota
俜	ppa
拼	ppd
拚	ppda
苹	ppe
萍	ppea
枰	ppeb
榀	ppec
瓶	ppg
贫	ppj
鲆	ppja
牝	ppl
聘	ppm
娉	ppma
嫔	ppmb
姘	ppmc
冯	ppn
凭	ppp
坪	ppq
品	ppr
评	ppra
频	ppu
颦	ppua
平	ppv
乒	ppva
屏	ppz
趴	pqb
扒	pqd
爬	pqda
葩	pqe
杷	pqea
筢	pqeb
耙	pqi
怕	pqk
派	pqn
琶	pqq
钯	pqqa
啪	pqr
帕	pqs
僻	pra
仳	praa
疋	prb
匹	prc
批	prd
披	prda
擗	prdb
枇	pre
芘	prea
甓	prg
庀	prh
辟	pri
蜱	prj
蚍	prja
貔	prl
睥	prm
媲	prma
霹	prn
淠	prna
劈	pro
疲	prp
痞	prpa
癖	prpb
坏	prq
坯	prqa
砒	prqb
埤	prqc
琵	prqd
铍	prqe
陴	prqf
圮	prqg
